geo_id,geography_name,rural,county_tot_pop,tot_cov_pop,pct_tot_cov_pop,tot_cov_pop_MOE,pct_tot_cov_MOE,ipr_pop,pct_ipr_pop,ipr_pop_MOE,pct_ipr_MOE,aging_pop,pct_aging_pop,aging_pop_MOE,pct_aging_MOE,incarc_pop,pct_incarc_pop,incarc_pop_MOE,pct_incarc_MOE,vet_pop,pct_vet_pop,vet_pop_MOE,pct_vet_MOE,dis_pop,pct_dis_pop,dis_pop_MOE,pct_dis_MOE,lang_barrier_pop,pct_lang_barrier_pop,lang_barrier_pop_MOE,pct_lang_barrier_MOE,lang_pop,pct_lang_pop,lang_pop_MOE,pct_lang_MOE,pct_low_literacy_pop_nces,pct_low_literacy_nces_MOE,minority_pop,pct_minority_pop,minority_pop_MOE,pct_minority_MOE,rural_pop,pct_rural_pop,rural_pop_MOE,pct_rural_MOE,pct_no_fixed_bb_pop_fcc,no_bb_or_computer_pop,pct_no_bb_or_computer_pop,no_bb_or_computer_pop_MOE,pct_no_bb_or_computer_MOE
17105000000,"Livingston County, Illinois",Rural,35648,35648,100,0,0,7942,23.7,680,2,9490,26.3,250,0.7,1717,4.8,261,0.7,2546,7.1,259,0.7,6255,17.4,447,1.2,4964,13.8,312,0.9,324,1,124,0.4,18.3,3,3909,10.8,3,0.1,36040,100,24,0.1,0.0,5518,16.4,604,1.8
17107000000,"Logan County, Illinois",Rural,28618,28618,100,0,0,4458,17.9,566,2.2,7088,24.4,157,0.5,2896,10,275,0.9,1890,6.5,180,0.6,5228,18,336,1.2,3828,13.2,228,0.8,273,1,70,0.3,16.9,2.8,3954,13.6,8,0.1,29000,100,21,0.1,6.5,4090,16.4,283,1.2
17109000000,"McDonough County, Illinois",Rural,29682,29682,100,0,0,8331,30.9,563,2,7013,23,208,0.7,0,0,24,0.1,1894,6.2,210,0.7,4711,15.5,418,1.4,4008,13.2,475,1.6,355,1.2,155,0.5,15.7,3.7,3697,12.1,32,0.1,30480,100,24,0.1,1.2,4602,17,559,2
17111000000,"McHenry County, Illinois",Not rural,307774,206810,67.2,16013,5.2,33400,11,2314,0.8,62773,20.4,752,0.2,447,0.1,172,0.1,14529,4.7,721,0.2,30210,9.8,1141,0.4,42320,13.8,1264,0.4,14488,5,977,0.3,12.9,2.5,58212,18.9,138,0.1,87160,28.3,800,0.3,0.3,15555,5.1,1236,0.4
17113000000,"McLean County, Illinois",Not rural,171517,115685,67.5,10092,5.9,35350,21.5,1708,1,31731,18.4,450,0.3,265,0.2,94,0.1,8202,4.8,483,0.3,16940,9.8,879,0.5,18870,10.9,897,0.5,4106,2.5,555,0.3,11.8,2.8,35434,20.5,267,0.2,35680,20.7,382,0.2,2.4,23193,14.1,1879,1.1
17115000000,"Macon County, Illinois",Not rural,104009,75408,72.5,6464,6.2,25460,25.1,1343,1.3,28199,26.7,371,0.4,1218,1.2,146,0.1,7062,6.7,350,0.3,16880,16,727,0.7,14900,14.1,661,0.6,667,0.7,187,0.2,18.4,2.6,25051,23.7,78,0.1,15670,14.8,534,0.5,0.6,17325,17,1229,1.2
17117000000,"Macoupin County, Illinois",Rural,44926,44926,100,0,0,10040,22.6,1033,2.3,12514,27.5,238,0.5,19,0.1,7,0.1,3387,7.5,216,0.5,7054,15.5,476,1,5221,11.5,387,0.9,136,0.3,67,0.2,15.3,2.7,1793,3.9,31,0.1,45460,100,24,0.1,16.1,6710,15.1,599,1.4
17119000000,"Madison County, Illinois",Not rural,262966,199749,76,12505,4.8,53120,20.6,2417,0.9,62974,23.8,761,0.3,345,0.1,121,0.1,20286,7.7,826,0.3,39610,15,1370,0.5,31400,11.9,1208,0.5,2899,1.2,422,0.2,14.7,2.5,39525,14.9,77,0.1,105000,39.7,752,0.3,0.1,30190,11.6,1621,0.6
17121000000,"Marion County, Illinois",Rural,37205,37205,100,0,0,10440,28.5,632,1.7,9972,26.4,190,0.5,83,0.2,55,0.1,2688,7.1,187,0.5,7557,20,420,1.1,5223,13.8,288,0.8,203,0.6,89,0.3,18.1,2.9,3332,8.8,8,0.1,37740,100,24,0.1,7.7,6119,16.5,573,1.6
17123000000,"Marshall County, Illinois",Rural,11438,11438,100,0,0,2064,18.3,296,2.6,3527,30.2,87,0.7,12,0.1,8,0.1,990,8.5,112,1,1768,15.1,147,1.3,1118,9.6,149,1.3,75,0.7,25,0.2,13.9,3.1,639,5.5,18,0.2,11680,100,18,0.3,0.0,1838,16.1,237,2.1
17125000000,"Mason County, Illinois",Rural,13359,13359,100,0,0,3350,25.2,324,2.4,3912,28.7,117,0.9,46,0.3,16,0.1,1123,8.2,122,0.9,2409,17.7,178,1.3,1791,13.1,176,1.3,49,0.4,34,0.3,17.6,2.9,483,3.5,3,0.1,13620,100,18,0.2,20.5,2099,15.7,241,1.8
17127000000,"Massac County, Illinois",Rural,13772,13772,100,0,0,3680,26.6,462,3.3,4048,28.5,151,1.1,0,0,18,0.2,1029,7.2,155,1.1,3124,22,283,2,1962,13.8,245,1.7,63,0.5,58,0.4,21.4,3,1672,11.8,4,0.1,14220,100,18,0.2,26.6,3521,25.4,515,3.7
17129000000,"Menard County, Illinois",Rural,12196,12196,100,0,0,1847,15.3,282,2.3,3305,26.9,109,0.9,28,0.2,14,0.1,1038,8.4,131,1.1,1859,15.1,166,1.4,1137,9.2,175,1.4,33,0.3,32,0.3,12.8,2.7,543,4.4,11,0.1,12310,100,18,0.2,3.8,1437,11.8,219,1.8
17131000000,"Mercer County, Illinois",Rural,15437,15437,100,0,0,2609,17,360,2.3,4335,27.8,137,0.9,46,0.3,17,0.1,1223,7.8,127,0.8,2133,13.7,219,1.4,1634,10.5,165,1.1,80,0.5,45,0.3,14.1,3.2,733,4.7,3,0.1,15590,100,18,0.2,0.0,1866,12.1,216,1.4
17133000000,"Monroe County, Illinois",Not rural,34637,29068,83.9,993,2.9,2833,8.4,608,1.8,8257,24.2,251,0.7,0,0,24,0.1,2237,6.5,241,0.7,3481,10.2,334,1,4493,13.1,388,1.1,287,0.9,128,0.4,9.1,2.8,1268,3.7,69,0.2,23730,69.5,116,0.3,1.6,3573,10.5,507,1.5
17135000000,"Montgomery County, Illinois",Rural,28414,28414,100,0,0,6465,25.1,819,2.9,7719,26.8,214,0.7,2549,8.8,968,3.4,2202,7.6,199,0.7,4933,17.1,460,1.6,4326,15,302,1,96,0.4,32,0.1,20.1,2.7,1945,6.7,21,0.1,28830,100,21,0.1,13.3,5452,21.1,791,2.8
17137000000,"Morgan County, Illinois",Rural,33658,33658,100,0,0,7183,23.4,735,2.3,9005,26.3,242,0.7,1233,3.6,182,0.5,2363,6.9,231,0.7,6254,18.3,404,1.2,4624,13.5,350,1,298,0.9,147,0.5,16.6,3.1,4052,11.8,4,0.1,34250,100,24,0.1,10.3,5714,18.5,675,2.2
17139000000,"Moultrie County, Illinois",Rural,14501,14501,100,0,0,2493,17.5,467,3.3,3841,26.2,115,0.8,33,0.2,35,0.2,905,6.2,129,0.9,2055,14,229,1.6,2423,16.5,442,3,558,4.1,478,3.5,17.8,3.3,497,3.4,18,0.2,14640,100,18,0.2,4.6,3329,23.3,571,4
17141000000,"Ogle County, Illinois",Rural,50643,50643,100,0,0,8869,17.7,929,1.9,12925,25.3,264,0.5,97,0.2,76,0.1,3400,6.7,341,0.7,6969,13.7,520,1,7623,14.9,459,0.9,1645,3.4,300,0.6,17.2,2.6,6742,13.2,34,0.1,51030,100,26,0.1,4.1,6834,13.5,722,1.4
17143000000,"Peoria County, Illinois",Not rural,179179,132464,73.9,10584,5.9,43320,24.5,2002,1.1,41977,23,555,0.3,502,0.3,152,0.1,9765,5.3,523,0.3,23120,12.6,765,0.4,27060,14.8,980,0.5,4063,2.4,485,0.3,18.2,2.5,55014,30.1,128,0.1,28680,15.7,655,0.4,0.0,30664,17.3,1761,1
17145000000,"Perry County, Illinois",Rural,20916,20916,100,0,0,4564,24.7,606,3.2,5408,25.4,172,0.8,2462,11.6,200,0.9,1396,6.6,184,0.9,3904,18.4,289,1.4,3804,17.9,261,1.2,250,1.2,77,0.4,22.1,3,3020,14.2,21,0.1,21250,100,21,0.1,4.1,3396,18.2,408,2.2
17147000000,"Piatt County, Illinois",Rural,16344,16344,100,0,0,1729,10.6,256,1.6,4305,26.2,154,0.9,0,0,18,0.2,1063,6.5,158,1,2225,13.6,236,1.4,1285,7.8,179,1.1,96,0.6,55,0.4,10.2,2.8,622,3.8,47,0.3,16400,100,18,0.2,3.9,2090,12.8,340,2.1
17149000000,"Pike County, Illinois",Rural,15561,15561,100,0,0,4257,28,422,2.8,4269,27.2,97,0.6,231,1.5,112,0.7,1055,6.7,139,0.9,2754,17.6,221,1.4,2136,13.6,198,1.3,55,0.4,34,0.2,17.8,2.9,651,4.2,17,0.1,15670,100,18,0.2,12.5,3450,22.7,410,2.6
17151000000,"Pope County, Illinois",Rural,4177,4177,100,0,0,885,22.3,213,5.4,1613,38.4,172,4.1,120,2.9,83,2,476,11.3,82,2,1112,26.5,190,4.5,569,13.5,135,3.2,18,0.4,16,0.4,19.4,4,380,9,110,2.6,4203,100,11,0.7,16.1,1198,30.2,252,6.4
17153000000,"Pulaski County, Illinois",Rural,5335,5335,100,0,0,2095,38.6,223,4.1,1656,30.1,72,1.3,0,0,16,0.5,475,8.6,67,1.2,1206,21.9,138,2.5,877,15.9,124,2.2,25,0.5,19,0.4,25.6,4.4,2003,36.4,5,0.1,5510,100,16,0.5,55.1,2095,38.2,232,4.2
17155000000,"Putnam County, Illinois",Rural,5739,5739,100,0,0,738,13,133,2.3,1818,31.8,64,1.1,5,0.1,5,0.1,412,7.2,66,1.1,771,13.5,96,1.7,675,11.8,86,1.5,81,1.5,34,0.6,14,3,459,8,16,0.5,5721,100,16,0.5,0.0,838,14.7,153,2.7
17157000000,"Randolph County, Illinois",Rural,31782,31782,100,0,0,6419,22.7,555,2,8378,25.9,165,0.5,3314,10.3,238,0.7,2248,7,228,0.7,5095,15.8,343,1.1,5891,18.2,374,1.2,436,1.4,128,0.4,22.8,3.2,4893,15.2,15,0.1,32300,100,24,0.1,3.9,4902,17.3,455,1.6
17159000000,"Richland County, Illinois",Rural,15513,15513,100,0,0,3970,25.9,456,3,4146,26.3,124,0.8,19,0.1,7,0.1,1023,6.5,128,0.8,2885,18.3,269,1.7,1840,11.7,229,1.5,129,0.9,74,0.5,17,2.8,758,4.8,18,0.2,15770,100,18,0.2,24.7,2386,15.4,262,1.7
17161000000,"Rock Island County, Illinois",Not rural,141879,103201,72.7,8537,6,29990,21.6,1646,1.2,36920,25.7,440,0.3,1568,1.1,271,0.2,9382,6.5,447,0.3,20600,14.3,847,0.6,25210,17.5,844,0.6,6683,5,583,0.4,19.8,2.5,40591,28.2,71,0.1,15410,10.7,462,0.3,0.0,19470,14,1217,0.9
17163000000,"St. Clair County, Illinois",Not rural,259686,200362,77.2,14722,5.7,60890,23.6,2799,1.1,57874,22.1,685,0.3,722,0.3,137,0.1,24608,9.4,898,0.3,36330,13.8,1180,0.4,40970,15.6,1344,0.5,4410,1.8,550,0.2,19.8,2.6,100645,38.4,286,0.1,41690,15.9,877,0.3,0.0,45912,17.8,2515,1
17165000000,"Saline County, Illinois",Rural,23491,23491,100,0,0,7843,33.5,628,2.7,6578,27.4,197,0.8,118,0.5,83,0.3,1625,6.8,187,0.8,5600,23.3,428,1.8,3638,15.2,299,1.2,381,1.7,166,0.7,19.7,3.4,2037,8.5,13,0.1,23990,100,21,0.1,16.6,5401,23,632,2.7
17167000000,"Sangamon County, Illinois",Not rural,194672,136012,69.9,11347,5.8,41030,21.4,1645,0.9,47121,23.9,467,0.2,375,0.2,127,0.1,12642,6.4,554,0.3,28100,14.3,1123,0.6,23710,12,928,0.5,2209,1.2,294,0.2,15,2.5,38707,19.7,120,0.1,35640,18.1,763,0.4,1.6,31352,16.3,1506,0.8
17169000000,"Schuyler County, Illinois",Rural,6768,6768,100,0,0,955,15.9,231,3.7,1979,28.5,106,1.5,19,0.3,11,0.2,494,7.1,137,2,1418,20.4,260,3.7,1088,15.6,162,2.3,210,3.2,119,1.8,18.7,3.6,787,11.3,208,3,6953,100,16,0.4,38.4,789,13,160,2.5
17171000000,"Scott County, Illinois",Rural,4951,4951,100,0,0,1053,21.3,149,3,1400,28,54,1.1,0,0,16,0.6,364,7.3,58,1.2,717,14.3,113,2.3,514,10.3,77,1.5,22,0.5,16,0.3,15.1,3.9,165,3.3,16,0.6,5005,100,16,0.6,6.9,707,14.3,125,2.5
17173000000,"Shelby County, Illinois",Rural,21634,21634,100,0,0,4454,20.7,611,2.8,6426,29.6,170,0.8,15,0.1,10,0.1,1502,6.9,173,0.8,2919,13.4,216,1,2616,12,272,1.3,41,0.2,35,0.2,15.1,3.4,604,2.8,21,0.1,21740,100,21,0.1,10.3,4643,21.6,544,2.5
17175000000,"Stark County, Illinois",Rural,5342,5342,100,0,0,1312,24.6,180,3.4,1561,28.7,54,1,5,0.1,5,0.1,388,7.1,69,1.3,745,13.7,96,1.8,622,11.4,85,1.6,24,0.5,18,0.4,15.5,2.7,249,4.6,16,0.5,5447,100,16,0.5,0.0,931,17.4,178,3.3
17177000000,"Stephenson County, Illinois",Not rural,44498,37184,83.6,1734,3.9,10580,24,822,1.9,13656,30.3,290,0.6,117,0.3,69,0.2,3191,7.1,290,0.6,7179,15.9,468,1,5568,12.3,371,0.8,458,1.1,115,0.3,16.7,2.8,7913,17.5,63,0.1,20970,46.5,26,0.1,2.5,6668,15.1,675,1.5
17179000000,"Tazewell County, Illinois",Not rural,131803,83885,63.6,7561,5.7,21130,16.3,1576,1.2,33592,25.2,430,0.3,0,0,26,0.1,8727,6.6,447,0.3,17210,12.9,873,0.7,12030,9,783,0.6,803,0.6,188,0.1,12,2.6,8061,6.1,62,0.1,30540,22.9,657,0.5,2.4,16492,12.6,1250,1
17181000000,"Union County, Illinois",Rural,16653,16653,100,0,0,4533,27.6,490,3,4684,27.6,138,0.8,0,0,18,0.2,1207,7.1,158,0.9,3170,18.7,333,2,2453,14.5,232,1.4,178,1.1,57,0.4,18.7,2.8,1516,8.9,72,0.4,16970,100,18,0.2,19.7,5028,30.5,588,3.5
17183000000,"Vermilion County, Illinois",Not rural,75758,68925,91,2293,3,21370,28.8,1028,1.4,19487,25.1,322,0.4,2033,2.6,158,0.2,5178,6.7,304,0.4,11720,15.1,573,0.7,13780,17.8,727,0.9,1618,2.2,408,0.6,22.5,3,16888,21.8,14,0.1,46320,59.7,195,0.3,5.4,13601,18.2,922,1.2
17185000000,"Wabash County, Illinois",Rural,11520,11520,100,0,0,2468,21.6,365,3.2,3203,27.7,146,1.3,0,0,18,0.3,934,8.1,132,1.1,2117,18.3,251,2.2,1246,10.8,163,1.4,170,1.6,85,0.8,15.2,2.6,707,6.1,9,0.1,11550,100,18,0.3,12.5,1935,16.9,310,2.7
17187000000,"Warren County, Illinois",Rural,16844,16844,100,0,0,3493,21.9,482,3,4271,24.9,141,0.8,19,0.1,7,0.1,966,5.6,139,0.8,2424,14.1,253,1.5,2984,17.4,231,1.3,753,4.7,160,1,19.1,2.7,2878,16.8,114,0.7,17150,100,18,0.2,0.0,1888,11.8,248,1.5
17189000000,"Washington County, Illinois",Rural,13887,13887,100,0,0,1854,13.5,236,1.7,3823,27.2,115,0.8,20,0.1,8,0.1,997,7.1,111,0.8,1852,13.2,192,1.4,1398,9.9,160,1.1,83,0.6,37,0.3,12.9,2.5,563,4,11,0.1,14060,100,18,0.2,11.7,2481,18,302,2.2
17191000000,"Wayne County, Illinois",Rural,16215,16215,100,0,0,3983,24.5,435,2.7,4693,28.6,122,0.7,0,0,18,0.2,1030,6.3,111,0.7,2887,17.6,240,1.5,2130,13,222,1.4,181,1.2,80,0.5,18.3,2.7,625,3.8,4,0.1,16400,100,18,0.2,6.9,3816,23.4,451,2.8
17193000000,"White County, Illinois",Rural,13537,13537,100,0,0,3466,25.8,384,2.9,3931,28.3,117,0.8,59,0.4,40,0.3,999,7.2,161,1.2,2926,21.1,259,1.9,1756,12.7,207,1.5,103,0.8,79,0.6,16,2.8,520,3.7,5,0.1,13870,100,18,0.2,18.6,2563,19,290,2.2
17195000000,"Whiteside County, Illinois",Rural,55175,55175,100,0,0,10740,19.6,902,1.7,15550,27.8,299,0.5,94,0.2,42,0.1,3963,7.1,314,0.6,9043,16.1,523,0.9,7806,13.9,517,0.9,1375,2.6,287,0.5,17.8,2.8,8642,15.4,26,0.1,56020,100,26,0.1,0.0,8549,15.6,880,1.6
17197000000,"Will County, Illinois",Not rural,690743,470993,68.2,41998,6.1,81980,12.1,3260,0.5,126366,18.3,812,0.1,4313,0.6,231,0.1,29993,4.4,887,0.1,64150,9.3,1614,0.2,121800,17.7,2437,0.4,51140,7.9,2006,0.3,16.8,2.7,250350,36.3,237,0.1,45080,6.5,802,0.1,0.6,49224,7.2,2603,0.4
17199000000,"Williamson County, Illinois",Rural,66597,66597,100,0,0,14990,23.2,939,1.4,17171,25.6,279,0.4,129,0.2,99,0.1,5298,7.9,344,0.5,12680,18.9,686,1,8524,12.7,563,0.8,609,1,223,0.4,15.5,2.8,6914,10.3,40,0.1,67100,100,26,0.1,7.6,11480,17.7,919,1.4
17201000000,"Winnebago County, Illinois",Not rural,282572,211103,74.7,16474,5.8,70990,25.4,2684,1,68115,23.9,532,0.2,839,0.3,160,0.1,16663,5.9,700,0.2,41550,14.6,1219,0.4,54080,19,1356,0.5,12409,4.6,900,0.3,21.2,2.4,88248,31,216,0.1,40660,14.3,838,0.3,1.7,35380,12.6,1989,0.7
17203000000,"Woodford County, Illinois",Not rural,38459,35458,92.2,706,1.8,4587,12.2,617,1.6,9620,24.9,232,0.6,38,0.1,37,0.1,2438,6.3,276,0.7,4273,11,319,0.8,2829,7.3,261,0.7,168,0.5,86,0.2,10.5,2.7,1743,4.5,24,0.1,33260,85.9,327,0.8,0.0,4662,12.4,634,1.7
18001000000,"Adams County, Indiana",Rural,35777,35777,100,0,0,9585,27.8,1002,2.9,7542,21.3,220,0.6,109,0.3,93,0.3,1430,4,208,0.6,4401,12.4,371,1,5904,16.7,570,1.6,1736,5.4,417,1.3,21.6,4.2,2305,6.5,115,0.3,35380,100,25,0.1,0.0,11134,32,1045,3
18003000000,"Allen County, Indiana",Not rural,379299,261974,69.1,22634,6,84170,23,2437,0.7,75466,20.3,662,0.2,1046,0.3,205,0.1,20041,5.4,874,0.2,48930,13.1,1449,0.4,58380,15.7,1472,0.4,14240,4.1,858,0.2,17.7,2.6,97430,26.2,175,0.1,44720,12,918,0.2,0.9,46335,12.6,2267,0.6
18005000000,"Bartholomew County, Indiana",Not rural,83779,66047,78.8,4097,4.9,16040,19.7,1510,1.9,17868,21.7,344,0.4,272,0.3,105,0.1,3808,4.6,387,0.5,11170,13.5,756,0.9,11170,13.5,755,0.9,2673,3.5,436,0.6,15.4,2.9,15271,18.5,370,0.4,34330,41.6,509,0.6,6.3,12559,15.4,1230,1.5
18007000000,"Benton County, Indiana",Rural,8748,8748,100,0,0,2281,26.7,326,3.8,2095,24.1,84,1,24,0.3,9,0.1,426,4.9,76,0.9,1652,19,185,2.1,1040,12,133,1.5,79,1,27,0.3,17.1,3.9,652,7.5,17,0.4,8677,100,17,0.4,7.6,1508,17.6,276,3.2
18009000000,"Blackford County, Indiana",Rural,11758,11758,100,0,0,3249,27.5,441,3.7,3296,27.4,111,0.9,82,0.7,47,0.4,943,7.8,139,1.2,2540,21.1,231,1.9,1679,14,197,1.6,99,0.9,74,0.6,18.3,3.8,538,4.5,19,0.3,12010,100,19,0.3,0.0,2681,22.6,527,4.4
18011000000,"Boone County, Indiana",Not rural,67843,51131,75.4,2589,3.8,6830,10.6,888,1.4,12284,18.7,345,0.5,193,0.3,89,0.1,3233,4.9,409,0.6,6709,10.2,475,0.7,5374,8.2,518,0.8,1318,2.1,290,0.5,9.3,3,6157,9.4,45,0.1,33330,50.9,504,0.8,6.1,6030,9.3,857,1.3
18013000000,"Brown County, Indiana",Rural,15092,15092,100,0,0,2777,18.7,585,4,5108,33.9,198,1.3,0,0,19,0.2,1435,9.5,227,1.5,2370,15.7,356,2.4,1731,11.5,284,1.9,84,0.6,53,0.4,14.2,2.8,654,4.3,19,0.2,15060,100,19,0.2,9.0,2678,17.9,483,3.2
18015000000,"Carroll County, Indiana",Rural,20257,20257,100,0,0,3734,18.8,510,2.6,5332,26.6,144,0.7,45,0.2,16,0.1,1537,7.7,198,1,3097,15.4,294,1.5,2436,12.1,303,1.5,153,0.8,66,0.3,16.5,3.3,1221,6.1,38,0.2,20070,100,22,0.2,36.8,3707,18.6,417,2.1
18017000000,"Cass County, Indiana",Rural,37689,37689,100,0,0,9635,26.5,959,2.6,9014,23.8,260,0.7,399,1.1,183,0.5,2529,6.7,270,0.7,6327,16.7,508,1.3,8370,22.1,487,1.3,2835,8,316,0.9,23.7,3,7686,20.3,68,0.2,37880,100,25,0.1,6.2,7228,19.7,720,2
18019000000,"Clark County, Indiana",Not rural,118302,83576,70.7,6609,5.6,22780,19.9,1757,1.5,25629,22,453,0.4,792,0.7,236,0.2,7921,6.8,525,0.5,16100,13.8,793,0.7,16280,14,975,0.8,2208,2,367,0.3,17.1,2.9,19565,16.8,126,0.1,31670,27.2,835,0.7,3.5,20564,17.9,1648,1.4
18021000000,"Clay County, Indiana",Not rural,26225,22543,86,1141,4.4,5509,21.7,796,3.1,6447,24.6,224,0.9,262,1,143,0.5,1768,6.7,224,0.9,4978,19,432,1.6,3072,11.7,363,1.4,219,0.9,167,0.7,16.1,3.3,1013,3.9,28,0.1,16020,61.1,401,1.5,5.4,5053,19.7,664,2.6
18023000000,"Clinton County, Indiana",Rural,32399,32399,100,0,0,7522,24,796,2.5,7490,23.2,198,0.6,149,0.5,63,0.2,1721,5.3,239,0.7,4788,14.8,386,1.2,5789,17.9,393,1.2,1876,6.2,243,0.8,21.5,3.7,5764,17.9,28,0.1,32270,100,25,0.1,8.2,6459,20.4,1009,3.2
18025000000,"Crawford County, Indiana",Rural,10577,10577,100,0,0,3206,31.1,464,4.5,2839,26.9,112,1.1,0,0,19,0.3,831,7.9,116,1.1,2193,20.7,274,2.6,1777,16.8,204,1.9,29,0.3,31,0.3,24.4,3.5,418,4,15,0.1,10570,100,19,0.3,65.5,3136,30,456,4.3
18027000000,"Daviess County, Indiana",Rural,33351,33351,100,0,0,7875,24.3,952,2.9,6921,20.9,175,0.5,134,0.4,92,0.3,1860,5.6,189,0.6,5095,15.4,430,1.3,7313,22.1,486,1.5,1568,5.1,372,1.2,27.3,5.5,2796,8.4,22,0.1,33120,100,25,0.1,0.4,10664,32.8,1060,3.3
18029000000,"Dearborn County, Indiana",Not rural,49458,44116,89.2,1219,2.5,8256,17,1108,2.3,12143,24.5,347,0.7,282,0.6,131,0.3,3331,6.7,319,0.6,6067,12.3,424,0.9,5740,11.6,506,1,300,0.6,102,0.2,14.7,3,1912,3.9,82,0.2,39400,79.6,470,0.9,4.0,5938,12.1,636,1.3
18031000000,"Decatur County, Indiana",Rural,26559,26559,100,0,0,4921,18.9,802,3.1,6092,22.9,168,0.6,66,0.2,24,0.1,1269,4.8,220,0.8,3912,14.7,390,1.5,3357,12.6,360,1.4,199,0.8,110,0.4,16,3.3,1321,5,23,0.1,26560,100,22,0.1,24.4,4941,18.9,874,3.3
18033000000,"DeKalb County, Indiana",Rural,43475,43475,100,0,0,7662,18.1,995,2.3,9714,22.6,248,0.6,85,0.2,76,0.2,2247,5.2,254,0.6,6012,14,480,1.1,4969,11.6,478,1.1,389,1,167,0.4,15.7,3.3,2140,5,25,0.1,42930,100,25,0.1,1.7,6733,15.9,906,2.1
18035000000,"Delaware County, Indiana",Not rural,114135,80934,70.9,7139,6.3,33770,31.5,1547,1.4,26564,23.1,453,0.4,59,0.1,36,0.1,6501,5.7,459,0.4,20910,18.2,1049,0.9,16540,14.4,807,0.7,892,0.8,276,0.3,18.6,3.2,15184,13.2,82,0.1,24770,21.5,837,0.7,0.0,17164,15.9,1302,1.2
18037000000,"Dubois County, Indiana",Rural,42736,42736,100,0,0,6342,15.3,882,2.1,10461,24.6,334,0.8,185,0.4,82,0.2,1894,4.5,232,0.5,5436,12.8,435,1,6567,15.4,633,1.5,1100,2.8,331,0.8,17.2,3.1,4165,9.8,28,0.1,42540,100,25,0.1,20.7,5518,13.3,772,1.8
18039000000,"Elkhart County, Indiana",Not rural,206341,157602,76.4,11152,5.4,44240,22.1,2700,1.3,40683,19.9,581,0.3,1195,0.6,162,0.1,8726,4.3,576,0.3,28320,13.8,1212,0.6,45390,22.2,1368,0.7,14399,7.6,1076,0.6,25.1,3.5,51585,25.2,178,0.1,53800,26.3,1094,0.5,2.3,34505,17.2,2335,1.2
18041000000,"Fayette County, Indiana",Rural,23102,23102,100,0,0,6896,30.4,704,3.1,6228,26.9,149,0.6,22,0.1,11,0.1,1613,7,200,0.9,4400,19,319,1.4,4053,17.5,306,1.3,112,0.5,69,0.3,23.6,3,1042,4.5,24,0.1,23190,100,22,0.1,0.0,5442,23.9,646,2.8
18043000000,"Floyd County, Indiana",Not rural,78522,51431,65.5,5016,6.4,12830,17,1069,1.4,17462,22.6,364,0.5,335,0.4,126,0.2,4639,6,366,0.5,10850,14,707,0.9,8976,11.6,580,0.7,611,0.8,198,0.3,15.5,2.7,9416,12.2,51,0.1,16260,21,638,0.8,0.8,12800,16.9,1218,1.6
18045000000,"Fountain County, Indiana",Rural,16346,16346,100,0,0,3137,19.4,341,2.1,4389,26.7,132,0.8,24,0.1,9,0.1,1083,6.6,130,0.8,3179,19.3,283,1.7,2229,13.6,232,1.4,223,1.4,113,0.7,16.9,3.4,770,4.7,19,0.2,16430,100,19,0.2,10.7,2680,16.5,340,2.1
18047000000,"Franklin County, Indiana",Rural,22758,22758,100,0,0,4035,17.9,682,3,5627,24.7,182,0.8,0,0,22,0.1,1442,6.3,228,1,3013,13.2,294,1.3,2599,11.4,292,1.3,226,1.1,157,0.7,17.3,3.2,721,3.2,22,0.1,22770,100,22,0.1,29.7,4273,18.9,499,2.2
18049000000,"Fulton County, Indiana",Rural,19974,19974,100,0,0,3864,19.6,512,2.6,5220,26,182,0.9,73,0.4,46,0.2,1547,7.7,217,1.1,3308,16.5,363,1.8,2736,13.6,272,1.4,437,2.3,117,0.6,19.5,3,1656,8.2,19,0.1,20100,100,22,0.2,0.0,3905,19.6,612,3.1
18051000000,"Gibson County, Indiana",Rural,33659,33659,100,0,0,5914,18.1,644,1.9,7957,23.6,243,0.7,258,0.8,92,0.3,2240,6.7,204,0.6,5185,15.4,395,1.2,3427,10.2,311,0.9,164,0.5,64,0.2,14.8,3.1,2164,6.4,14,0.1,33660,100,25,0.1,12.7,4910,15,571,1.7
18053000000,"Grant County, Indiana",Not rural,65769,56109,85.3,2497,3.8,17140,28.3,1141,1.8,16941,25.5,294,0.4,288,0.4,111,0.2,4489,6.8,347,0.5,13270,20,713,1.1,10480,15.8,573,0.9,401,0.6,166,0.3,21.3,3,10022,15.1,52,0.1,38500,57.9,414,0.6,5.8,14020,23,1194,1.9
18055000000,"Greene County, Indiana",Rural,31922,31922,100,0,0,7459,23.5,806,2.6,8521,26.5,231,0.7,122,0.4,34,0.1,2090,6.5,260,0.8,6028,18.7,402,1.2,4392,13.7,328,1,228,0.7,118,0.4,18.1,2.9,1088,3.4,25,0.1,32160,100,25,0.1,13.5,7537,23.7,730,2.3
18057000000,"Hamilton County, Indiana",Not rural,338011,178500,52.8,22435,6.6,26000,8.1,2138,0.7,54907,17,842,0.3,343,0.1,138,0.1,14009,4.3,776,0.2,26490,8.2,1357,0.4,23130,7.2,1353,0.4,8750,2.9,946,0.3,6.5,3.2,52766,16.3,266,0.1,18440,5.7,994,0.3,0.2,12973,4,1423,0.4
